customer_id,payer_name,first_name,last_name,gender,cpf,idade,cep,cidade,estado,endereco,graduado,trabalho,idioma,pessoa_fisica_juridica,email,payer_email,saldo,score_credito,produtos,device_brand,device_model,cor,device_date,os,material,barcode,total,data_pagamento,descrisão_pagamento,marca_carro,moeda,departamento,estoque,credit_card,estoque_industrial,frequencia,pagador,risco_emprestimo,marcas_consumidas,frequencia_transacoes,ativo,beneficiario_governo,estado_saude,bancos_cadastro,status_pagamento,valor_pagamento,tipo_transacao,status_conta,paises_visitados
743,Connie Drain,Connie,Drain,Female,488-13-3788,38,1695,Anopog,,3493 Straubel Drive,true,Programmer Analyst I,Malagasy,pessoa física,cdrainkm@wired.com,cdrainkm@admin.ch,-3471.39,561,produto1,Micromax,Micromax Canvas Infinity,Violet,2017,"Android 7.1.2, up to Android 8.0",Plastic,767253078-X,9176.64,2/12/2020,vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra,Pontiac,Peso,Outdoors,Western Asset/Claymore U.S Treasury Inflation Prot Secs Fd 2,3582113992147851,n/a,Often,sim,alto,marca3,32,false,false,bom,bradesco,pendente,5562.15,investimentos,desativada,1
744,Ynes Bountiff,Ynes,Bountiff,Female,435-12-8424,45,,Fuzhou,,0 Messerschmidt Drive,true,Environmental Specialist,Korean,pessoa física,ybountiffkn@hibu.com,ybountiffkn@wix.com,-5405.99,606,produto3,LG,LG GT365 Neon,Khaki,2009,Feature phone,Plastic,881139885-1,7622.27,9/1/2021,enim leo rhoncus sed vestibulum sit amet cursus id turpis,Jaguar,Yuan Renminbi,Garden,M III Acquisition Corp.,3587477219845760,Business Services,Weekly,não,alto,marca1,17,false,false,regular,inter,pendente,4926.51,consórcios,desativada,95
745,Tuck Sadry,Tuck,Sadry,Male,262-58-2927,48,121 63,Johanneshov,Stockholm,74 Loeprich Road,true,Account Executive,Swedish,pessoa física,tsadryko@wix.com,tsadryko@nps.gov,-7074.12,839,produto2,Samsung,Samsung E230,Puce,2007,Feature phone,Brass,690956626-2,5369.28,1/31/2022,ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed,Lincoln,Krona,Industrial,Hanesbrands Inc.,201822609958370,Clothing/Shoe/Accessory Stores,Daily,não,baixo,marca3,71,true,true,ruim,bradesco,pendente,923.34,consórcios,ativa,13
746,Amalie Eayres,Amalie,Eayres,Female,509-27-5648,58,,Rangxi,,994 Debs Lane,false,Information Systems Manager,Pashto,pessoa jurídica,aeayreskp@bbb.org,aeayreskp@google.de,-8393.82,797,produto2,Honor,Honor 20 lite (China),Red,2019,"Android 9.0, EMUI 9.1",Plastic,518110172-0,8563.08,12/25/2021,dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo,Chevrolet,Yuan Renminbi,Shoes,"Entergy Mississippi, Inc.",36994272281496,Electric Utilities: Central,Yearly,sim,baixo,marca1,46,true,true,bom,bnb,aceito,666.72,financiamentos,ativa,15
747,Jamie Manston,Jamie,Manston,Female,547-92-5995,61,6625,Port Saint John’s,,2 Declaration Road,false,Dental Hygienist,Norwegian,pessoa jurídica,jmanstonkq@washington.edu,jmanstonkq@nbcnews.com,3184.38,787,produto2,Huawei,Huawei nova 5i,Goldenrod,2019,"Android 9.0, EMUI 9.1",Aluminum,993867723-1,8707.35,11/11/2020,nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium,Jaguar,Rand,Games,"Source Capital, Inc.",6391902638050089,n/a,Daily,não,baixo,marca1,86,true,true,bom,santander,aceito,9486.79,financiamentos,desativada,89
748,Russell Rizzotto,Russell,Rizzotto,Male,575-33-1979,52,,Mariatana,,21380 Kings Trail,false,Mechanical Systems Engineer,Malayalam,pessoa física,rrizzottokr@examiner.com,rrizzottokr@army.mil,-7599.49,569,produto3,Samsung,Samsung Galaxy A71 5G UW,Fuscia,2020,"Android 10, One UI 2.1",Stone,834332329-7,1660.77,4/23/2020,in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis,Mercury,Sol,Sports,FelCor Lodging Trust Incorporated,4017950551196347,Real Estate Investment Trusts,Seldom,sim,alto,marca1,21,false,false,regular,itaú,aceito,2502.82,empréstimos,ativa,50
749,Curt Jeffels,Curt,Jeffels,Male,399-90-4454,51,89201,Puolanka,,11819 Dennis Drive,true,Physical Therapy Assistant,Kyrgyz,pessoa jurídica,cjeffelsks@princeton.edu,cjeffelsks@hexun.com,-9029.42,346,produto1,vivo,vivo X50e,Purple,2020,"Android 10, Funtouch 10",Aluminum,155268161-0,5131.58,11/16/2021,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat,Volkswagen,Euro,Sports,Standex International Corporation,4405404171029637,Industrial Machinery/Components,Never,não,baixo,marca2,8,true,false,grave,inter,pendente,2745.94,investimentos,ativa,51
750,Kelwin Tison,Kelwin,Tison,Male,809-74-8788,77,MD-5431,Saharna,,9 North Pass,true,Sales Representative,Bosnian,pessoa física,ktisonkt@e-recht24.de,ktisonkt@t.co,1371.99,575,produto3,Garmin-Asus,Garmin-Asus nuvifone A50,Turquoise,2010,Android 2.1,Granite,193646315-6,3365.85,4/1/2020,vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget,Kia,Leu,Games,Masimo Corporation,3550740406933043,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Weekly,não,médio,marca3,46,false,true,grave,santander,aceito,4682.44,consórcios,desativada,1
751,Shay Affron,Shay,Affron,Female,398-54-2890,33,70065,Kybartai,,31 Cardinal Pass,false,Quality Control Specialist,Burmese,pessoa jurídica,saffronku@nhs.uk,saffronku@hostgator.com,2029.14,822,produto1,vivo,vivo NEX 3S 5G,Red,2020,"Android 10, Funtouch 10.0",Wood,886422060-7,3018.97,11/6/2022,maecenas tristique est et tempus semper est quam pharetra magna,Chevrolet,Litas,Electronics,RH,4911198686695547,Other Specialty Stores,Often,sim,baixo,marca2,98,false,true,bom,bnb,aceito,1631.83,financiamentos,ativa,79
752,Franklin Tenny,Franklin,Tenny,Non-binary,548-27-3866,31,396841,Karpogory,,4618 Ohio Circle,false,Safety Technician II,Mongolian,pessoa física,ftennykv@harvard.edu,ftennykv@apple.com,-8046.62,716,produto3,Motorola,Motorola DROID Maxx,Yellow,2013,Android 4.2.2,Glass,236904895-6,2332.85,12/26/2020,aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio,Jeep,Ruble,Clothing,"SPX FLOW, Inc.",4026957337805900,Industrial Machinery/Components,Never,sim,baixo,marca3,95,true,true,regular,bradesco,aceito,514.24,empréstimos,ativa,46
753,Netty Spykings,Netty,Spykings,Female,269-62-2496,37,,Lela,,82803 Oneill Trail,false,Environmental Tech,Dhivehi,pessoa física,nspykingskw@jugem.jp,nspykingskw@blogspot.com,7258.43,646,produto3,Motorola,Motorola Moto E6 Plus,Teal,2019,Android 9.0,Vinyl,704089348-7,8539.66,9/4/2021,mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor,GMC,Rupiah,Sports,Forward Air Corporation,4913175437961491,Oil Refining/Marketing,Yearly,não,alto,marca2,40,false,false,regular,itaú,aceito,8857.65,empréstimos,desativada,26
754,Godfry Pinchen,Godfry,Pinchen,Male,862-44-3982,28,,Hengshan,,00 Monterey Hill,true,Help Desk Technician,Georgian,pessoa física,gpinchenkx@jalbum.net,gpinchenkx@spiegel.de,-1081.34,717,produto3,Xiaomi,Xiaomi Mi 3,Mauv,2013,"Android 4.3, up to 6.0, MIUI 5",Wood,046032060-2,5516.86,5/17/2020,lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna,Dodge,Yuan Renminbi,Garden,Invesco Trust for Investment Grade Municipals,5602241374079573,n/a,Yearly,sim,alto,marca1,66,true,false,grave,santander,recusado,4977.43,consórcios,desativada,29
755,Walden Ducker,Walden,Ducker,Male,217-45-0566,47,,Amirdzhan,,62716 Mccormick Plaza,false,Occupational Therapist,Malagasy,pessoa jurídica,wduckerky@imgur.com,wduckerky@blogs.com,-8246.23,633,produto1,LG,LG U8180,Aquamarine,2004,Feature phone,Brass,636217910-2,5895.29,5/17/2021,nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur,Dodge,Manat,Clothing,Heritage Commerce Corp,372301055550844,Major Banks,Weekly,sim,alto,marca2,59,true,true,ruim,itaú,aceito,8071.3,investimentos,ativa,70
756,Minne Fulmen,Minne,Fulmen,Female,846-43-4018,19,,Ampahana,,43371 Ridgeview Crossing,false,Senior Cost Accountant,Lithuanian,pessoa jurídica,mfulmenkz@sciencedirect.com,mfulmenkz@github.com,-9031.72,820,produto1,Philips,Philips 191,Yellow,2008,Feature phone,Brass,759622160-2,3035.61,1/24/2020,mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id,Volvo,Ariary,Electronics,"Jernigan Capital, Inc.",5108751371186378,Real Estate Investment Trusts,Never,não,baixo,marca1,63,true,false,bom,bradesco,pendente,7458.5,investimentos,desativada,100
757,Alexandrina Labat,Alexandrina,Labat,Female,395-04-4231,36,301086,Kupavna,,7375 Darwin Point,true,Mechanical Systems Engineer,Oriya,pessoa física,alabatl0@arizona.edu,alabatl0@weather.com,-6569.42,783,produto2,Panasonic,Panasonic P85,Violet,2017,Android 6.0,Steel,882598608-4,5242.15,9/24/2022,iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales,Ford,Ruble,Computers,"Adams Diversified Equity Fund, Inc.",5108758501382884,n/a,Once,sim,alto,marca1,30,true,true,bom,inter,recusado,2337.16,empréstimos,desativada,73
758,Alric Bartczak,Alric,Bartczak,Male,189-73-6234,38,,Pueblo Nuevo,,585 Moulton Center,true,Geological Engineer,Czech,pessoa física,abartczakl1@wix.com,abartczakl1@is.gd,-2161.76,443,produto1,BLU,BLU Vivo 6,Violet,2016,Android 6.0,Brass,837628220-4,4008.16,8/17/2020,diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam,Mercury,Sol,Clothing,Mitel Networks Corporation,4936175544744195758,Radio And Television Broadcasting And Communications Equipment,Weekly,sim,baixo,marca2,39,true,true,bom,itaú,aceito,4511.53,consórcios,desativada,62
759,Willy Maron,Willy,Maron,Genderfluid,231-45-3665,62,,Yongning,,37 Anhalt Plaza,true,Help Desk Technician,Icelandic,pessoa jurídica,wmaronl2@cafepress.com,wmaronl2@free.fr,-4767.48,563,produto2,ZTE,ZTE Blade 20,Maroon,2019,Android 9.0,Glass,098802796-8,7821.45,2/25/2021,gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin,Oldsmobile,Yuan Renminbi,Books,"Synthesis Energy Systems, Inc.",378415095672295,Major Chemicals,Seldom,sim,alto,marca3,98,false,false,ruim,itaú,pendente,8010.37,financiamentos,desativada,67
760,Dex Collier,Dex,Collier,Male,353-13-2968,34,,Xiaozhi,,280 Warrior Lane,false,Electrical Engineer,Swedish,pessoa física,dcollierl3@gmpg.org,dcollierl3@sphinn.com,3820.31,544,produto2,Apple,Apple iPhone 6s,Puce,2015,"iOS 9, up to iOS 14.7",Brass,205939813-4,867.47,12/31/2020,ante ipsum primis in faucibus orci luctus et ultrices posuere,Buick,Yuan Renminbi,Sports,Harmonic Inc.,337941764104542,Radio And Television Broadcasting And Communications Equipment,Once,sim,alto,marca2,2,true,false,bom,bnb,aceito,482.49,financiamentos,desativada,20
761,Barry Tranckle,Barry,Tranckle,Male,850-03-7160,35,,Hengfeng,,47652 Spohn Alley,true,Administrative Officer,West Frisian,pessoa jurídica,btrancklel4@phpbb.com,btrancklel4@cbc.ca,-199.3,405,produto3,Gigabyte,Gigabyte GSmart Rey R3,Fuscia,2014,Android 4.2,Granite,372996149-7,6537.01,4/30/2020,lorem ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit,Mazda,Yuan Renminbi,Movies,"Cadiz, Inc.",5460952785108733,Water Supply,Never,não,baixo,marca2,57,false,true,regular,caixa,aceito,6209.43,financiamentos,ativa,21
762,Ches Mayou,Ches,Mayou,Male,506-94-3503,77,,Wujiaying,,763 Valley Edge Terrace,true,VP Sales,Kyrgyz,pessoa jurídica,cmayoul5@jigsy.com,cmayoul5@cdc.gov,-4334.44,394,produto2,LG,LG G7030,Yellow,2003,Feature phone,Granite,790020147-5,4437.31,11/13/2022,pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat,Kia,Yuan Renminbi,Movies,John Hancock Income Securities Trust,5427504222634953,n/a,Yearly,sim,alto,marca3,96,false,false,regular,bnb,aceito,9769.72,investimentos,ativa,91
763,Emerson Siebert,Emerson,Siebert,Male,724-07-7666,85,,Tonekābon,,5264 4th Road,false,Analog Circuit Design manager,Armenian,pessoa jurídica,esiebertl6@spotify.com,esiebertl6@reference.com,-318.43,616,produto2,Samsung,Samsung E480,Mauv,2006,Feature phone,Rubber,566326520-1,4097.62,2/17/2021,tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis,Mercury,Rial,Industrial,"Diamond Hill Investment Group, Inc.",6377088951708202,Investment Managers,Daily,não,alto,marca2,6,true,false,ruim,itaú,pendente,18.91,consórcios,ativa,38
764,Katleen Beaven,Katleen,Beaven,Female,858-97-3120,60,,Bayasgalant,,2144 Laurel Alley,true,Social Worker,Dari,pessoa jurídica,kbeavenl7@free.fr,kbeavenl7@prweb.com,-5068.74,707,produto1,Vodafone,Vodafone Smart 4 turbo,Blue,2014,Android 4.4.2,Brass,129964812-6,3852.85,1/18/2021,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor,Dodge,Tugrik,Clothing,Eaton Vance Tax-Managed Diversified Equity Income Fund,201861562587883,n/a,Seldom,não,alto,marca2,18,false,true,grave,bnb,pendente,4905.25,financiamentos,ativa,20
765,Micah Ashfull,Micah,Ashfull,Male,735-76-7655,79,959-1851,Gosen,,31 Sachs Center,true,Structural Analysis Engineer,Montenegrin,pessoa jurídica,mashfulll8@ask.com,mashfulll8@acquirethisname.com,-5962.26,379,produto1,Motorola,Motorola XPRT MB612,Pink,2011,"Android 2.2, not up to 4.1",Steel,121328666-2,4451.01,1/30/2020,leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque,Mercedes-Benz,Yen,Tools,Capitala Finance Corp.,3541840574305396,n/a,Monthly,não,alto,marca1,12,true,false,regular,inter,aceito,590.11,empréstimos,desativada,97
766,Marsh Witheridge,Marsh,Witheridge,Male,321-82-1477,28,,Pandean,,777 Mitchell Terrace,true,Dental Hygienist,Dari,pessoa física,mwitheridgel9@google.fr,mwitheridgel9@printfriendly.com,-3991.03,569,produto2,Nokia,Nokia 108 Dual SIM,Goldenrod,2013,Feature phone,Plexiglass,863744983-2,5271.83,12/20/2021,potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus,Ford,Rupiah,Music,First Trust Latin America AlphaDEX Fund,5641823319037929614,n/a,Often,sim,médio,marca2,82,true,false,bom,bnb,recusado,8227.17,consórcios,ativa,73
767,Andros Everist,Andros,Everist,Male,385-71-0104,31,,Ambatolampy,,67087 Pleasure Park,true,Marketing Assistant,Maltese,pessoa física,aeveristla@gnu.org,aeveristla@virginia.edu,1144.13,585,produto1,Sagem,Sagem my419x,Puce,2008,Feature phone,Granite,739644494-2,466.24,8/31/2022,mauris vulputate elementum nullam varius nulla facilisi cras non velit,Buick,Ariary,Home,Scorpio Bulkers Inc.,676337537951748823,Marine Transportation,Seldom,sim,alto,marca3,37,true,false,bom,santander,pendente,101.81,empréstimos,desativada,74
768,Tobe Thomann,Tobe,Thomann,Male,282-72-0360,69,,Priboj,,6 Forest Run Center,false,Librarian,Sotho,pessoa jurídica,tthomannlb@wix.com,tthomannlb@ftc.gov,-4203.8,451,produto2,Huawei,Huawei Y560,Aquamarine,2015,"Android 5.1, EMUI Lite 3.1",Stone,114551473-1,253.18,1/11/2022,iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla,Volvo,Dinar,Home,"Peak Resorts, Inc.",3546628271347513,Hotels/Resorts,Never,não,médio,marca2,85,false,false,ruim,itaú,recusado,4512.38,financiamentos,desativada,90
769,Siward Hurlestone,Siward,Hurlestone,Polygender,189-92-0379,26,7119,Bukid,,711 Ohio Point,false,Legal Assistant,Polish,pessoa física,shurlestonelc@netscape.com,shurlestonelc@smugmug.com,-1862.45,377,produto3,LG,LG G7000,Maroon,2002,Feature phone,Wood,480837043-3,2029.47,11/8/2022,maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur,Dodge,Peso,Beauty,The KEYW Holding Corporation,5157777216408255,EDP Services,Daily,não,baixo,marca3,40,false,true,regular,bnb,pendente,7881.51,empréstimos,desativada,92
770,Marion Kummerlowe,Marion,Kummerlowe,Female,818-79-8864,48,,Mulanje,,18 Texas Alley,true,Structural Analysis Engineer,Korean,pessoa física,mkummerloweld@diigo.com,mkummerloweld@amazon.co.uk,2225.12,769,produto3,Panasonic,Panasonic Eluga I2 Activ,Turquoise,2017,Android 7.0,Plexiglass,770415866-X,4153.9,8/6/2020,velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat,Audi,Kwacha,Movies,Enzymotec Ltd.,3568261432655328,Specialty Chemicals,Weekly,sim,baixo,marca1,83,false,true,grave,bb,aceito,716.56,investimentos,desativada,74
771,Ingar Rummery,Ingar,Rummery,Male,880-06-9570,32,,Pampas,,0 Talisman Avenue,true,Assistant Manager,Hungarian,pessoa jurídica,irummeryle@patch.com,irummeryle@ezinearticles.com,8439.59,572,produto1,Motorola,Motorola P40,Red,0,Android 9.0,Wood,929724141-7,3958.44,7/22/2021,habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat,Volvo,Sol,Electronics,"Colony NorthStar, Inc.",6331100818631900526,n/a,Weekly,sim,baixo,marca1,19,true,false,ruim,itaú,aceito,1167.47,consórcios,desativada,10
772,Giulia Beggini,Giulia,Beggini,Female,573-11-2423,45,,Bailu,,608 Blackbird Lane,false,VP Marketing,Albanian,pessoa física,gbegginilf@umn.edu,gbegginilf@indiegogo.com,-1678.95,561,produto2,NEC,NEC e353,Teal,2005,Feature phone,Steel,820279874-4,57.33,9/7/2021,pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit,Pontiac,Yuan Renminbi,Computers,"Mobile Mini, Inc.",3567169213199278,Metal Fabrications,Yearly,sim,alto,marca2,85,false,true,regular,itaú,pendente,925.13,consórcios,desativada,64
773,Collie Leopold,Collie,Leopold,Female,444-34-2853,37,171 14,Solna,Stockholm,6090 Dovetail Street,true,Staff Scientist,Dhivehi,pessoa jurídica,cleopoldlg@netscape.com,cleopoldlg@businessinsider.com,-7517.26,716,produto2,Philips,Philips W920,Turquoise,2011,Android 2.2,Aluminum,321142065-7,9988.67,11/24/2022,parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent,Audi,Krona,Kids,The Gabelli Healthcare & Wellness Trust,3558839553655433,n/a,Daily,sim,médio,marca2,53,false,false,grave,bnb,recusado,6857.42,empréstimos,desativada,97
774,Caprice Tyer,Caprice,Tyer,Female,473-89-1576,42,,Naivasha,,78 Lake View Terrace,true,Senior Developer,Czech,pessoa jurídica,ctyerlh@ihg.com,ctyerlh@bizjournals.com,-6959.65,494,produto2,alcatel,alcatel Idol 4,Turquoise,2016,Android 6.0.1,Wood,876429124-3,2643.84,2/20/2021,nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede,Audi,Shilling,Games,iPath US Treasury 2-year Bull ETN,560225242383640992,Commercial Banks,Never,não,baixo,marca2,53,false,false,regular,caixa,pendente,1809.55,consórcios,ativa,69
775,Lilias Giroldo,Lilias,Giroldo,Female,512-21-8656,47,,Wanfa,,24 Esker Place,false,Recruiting Manager,Gujarati,pessoa jurídica,lgiroldoli@dropbox.com,lgiroldoli@un.org,-3725.5,587,produto1,Yezz,Yezz Andy 4E LTE,Fuscia,2015,Android 4.4,Aluminum,292929527-9,6621.51,12/9/2022,mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere,Cadillac,Yuan Renminbi,Industrial,"Rudolph Technologies, Inc.",3573871608331471,Industrial Machinery/Components,Yearly,sim,alto,marca3,97,true,true,regular,caixa,recusado,3051.19,consórcios,desativada,59
776,Gayler Styche,Gayler,Styche,Male,257-88-1155,46,134548,Morales,,08 Veith Road,true,Accounting Assistant II,Haitian Creole,pessoa jurídica,gstychelj@reverbnation.com,gstychelj@tripadvisor.com,4568.3,553,produto1,Allview,Allview V2 Viper i4G,Red,2016,Android 5.1,Glass,606607382-6,1318.42,3/16/2021,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus,Acura,Peso,Health,Western Asset Emerging Markets Debt Fund Inc,3554774591517572,n/a,Weekly,sim,alto,marca2,82,false,false,bom,caixa,aceito,9636.67,investimentos,desativada,88
777,Madeline Defau,Madeline,Defau,Female,668-18-2544,57,63120,Ban Tak,,94 West Hill,false,Account Coordinator,Irish Gaelic,pessoa jurídica,mdefaulk@1688.com,mdefaulk@who.int,-6225.84,627,produto1,Samsung,Samsung i300,Crimson,2005,Microsoft Windows Mobile 2003 SE Smartphone,Plastic,450823649-9,1359.83,11/20/2021,erat eros viverra eget congue eget semper rutrum nulla nunc,Ford,Baht,Shoes,"Opexa Therapeutics, Inc.",3589289236122372,Major Pharmaceuticals,Often,não,baixo,marca1,70,false,false,ruim,bb,recusado,5190.05,investimentos,ativa,98
778,Lemar Jopp,Lemar,Jopp,Male,332-67-3734,61,,Akunk’,,817 Butternut Lane,false,Cost Accountant,Burmese,pessoa jurídica,ljoppll@mit.edu,ljoppll@blinklist.com,1823.3,624,produto1,HTC,HTC Advantage X7510,Turquoise,2008,Microsoft Windows Mobile 6.0 Professional,Wood,210969068-2,3460.79,3/26/2020,accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula,Mitsubishi,Dram,Sports,"TCW Strategic Income Fund, Inc.",378718874176457,n/a,Monthly,não,alto,marca1,11,false,false,grave,bradesco,recusado,8906.52,investimentos,ativa,3
779,Chaunce Shapiro,Chaunce,Shapiro,Bigender,865-72-8698,51,131048,Mahates,,8 Hintze Street,true,Research Assistant I,Albanian,pessoa física,cshapirolm@dot.gov,cshapirolm@time.com,-3588.17,343,produto3,Samsung,Samsung J200,Puce,2008,Feature phone,Plexiglass,212485205-1,5726.07,1/11/2021,fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis,Mercedes-Benz,Peso,Beauty,"Herman Miller, Inc.",5020410395010578,Office Equipment/Supplies/Services,Never,não,alto,marca3,47,true,true,bom,bb,aceito,5811.31,empréstimos,ativa,81
780,Chere Zima,Chere,Zima,Female,286-06-8067,20,1062,Budapest,Budapest,56 Oakridge Way,false,Senior Quality Engineer,Pashto,pessoa física,czimaln@networkadvertising.org,czimaln@businessweek.com,8180.6,758,produto1,Lenovo,Lenovo P770,Violet,2012,Android 4.1,Steel,674367514-8,2187.11,12/17/2022,cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim,Oldsmobile,Forint,Outdoors,"ARCA biopharma, Inc.",3573097206837244,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Weekly,não,alto,marca1,70,true,true,ruim,caixa,aceito,1175.91,financiamentos,desativada,82
781,Bab Grinley,Bab,Grinley,Female,316-35-9207,83,0245,Kerikeri,,567 Acker Parkway,true,Software Test Engineer IV,Malay,pessoa física,bgrinleylo@unesco.org,bgrinleylo@so-net.ne.jp,835.62,544,produto2,Vodafone,Vodafone Smart 4 power,Yellow,2014,Android 4.4.2,Plexiglass,738326544-0,2740.64,9/16/2021,nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla,BMW,Dollar,Books,"Odyssey Marine Exploration, Inc.",6767249099567151,Marine Transportation,Weekly,sim,médio,marca2,32,false,true,grave,inter,pendente,6051.75,financiamentos,ativa,70
782,Sherman Hartus,Sherman,Hartus,Male,636-60-9761,76,16901,Lammi,,63350 Lake View Park,false,Software Test Engineer III,New Zealand Sign Language,pessoa jurídica,shartuslp@unesco.org,shartuslp@fastcompany.com,9714.1,454,produto3,Huawei,Huawei G8,Yellow,2015,"Android 5.1, up to 6.0, EMUI 3.1",Aluminum,850586189-2,9378.03,7/12/2021,ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor,Ford,Euro,Sports,Cimarex Energy Co,3569580379165978,Oil & Gas Production,Once,sim,médio,marca2,71,true,false,ruim,santander,pendente,1993.49,investimentos,ativa,57
783,Gustaf Bolderoe,Gustaf,Bolderoe,Male,311-94-3156,81,,Yonggu,,6683 Chive Parkway,false,Programmer I,Portuguese,pessoa física,gbolderoelq@harvard.edu,gbolderoelq@hao123.com,3299.32,638,produto1,Huawei,Huawei MediaPad M5 Lite 8,Pink,2019,"Android 9.0, EMUI 9.0",Brass,067824614-9,9956.87,2/15/2020,rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis,Audi,Yuan Renminbi,Movies,"Manning & Napier, Inc.",3529115791671441,Investment Managers,Monthly,sim,médio,marca2,76,false,true,regular,itaú,pendente,4730.31,investimentos,ativa,33
784,Galen Reiling,Galen,Reiling,Male,897-09-0041,43,680001,Rasskazovo,,801 Anthes Place,false,Automation Specialist IV,Mongolian,pessoa física,greilinglr@prnewswire.com,greilinglr@answers.com,9545.19,323,produto3,Nokia,Nokia N91,Yellow,2005,"Symbian 9.1, Series 60 UI 3rd Edition",Granite,733197127-1,7514.12,7/28/2022,mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis,Buick,Ruble,Toys,SuperValu Inc.,491106794892516610,Food Distributors,Once,não,alto,marca3,5,false,true,regular,santander,aceito,218.63,financiamentos,ativa,22
785,Darnall Horsfield,Darnall,Horsfield,Male,629-57-2992,52,,Tanjungbatu,,7 Ridge Oak Park,false,Biostatistician IV,Dhivehi,pessoa jurídica,dhorsfieldls@webs.com,dhorsfieldls@surveymonkey.com,9267.96,401,produto2,Motorola,Motorola M3288,Orange,1999,Feature phone,Plastic,605304638-8,1913.18,7/5/2022,nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean,Buick,Rupiah,Health,MagnaChip Semiconductor Corporation,633477896242695339,Semiconductors,Never,não,médio,marca3,51,false,true,regular,bnb,aceito,9729.14,financiamentos,desativada,90
786,Yale Gudd,Yale,Gudd,Polygender,880-62-9993,69,68660-000,São Miguel do Guamá,,7008 Schlimgen Pass,false,Programmer Analyst II,Amharic,pessoa física,yguddlt@sun.com,yguddlt@slideshare.net,-9785.28,689,produto3,Motorola,Motorola Moto G 4G (2nd gen),Mauv,2015,Android 5.0.2,Granite,035240542-2,8174.13,9/6/2022,penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue,Jaguar,Real,Automotive,Party City Holdco Inc.,6762093546675126956,Other Specialty Stores,Often,sim,alto,marca3,74,true,true,bom,inter,pendente,5432.91,consórcios,ativa,71
