id,nome,marca,modelo,os,device_date,barcode,estoque,preço,preço_mercado,data,credit_card,code,moeda
442,Eveleen Whewill,Micromax,Micromax Funbook Alfa P250,Android 4.0.3,2012,58668-1031,ClearBridge Large Cap Growth ESG ETF,$6.34,n/a,4/10/2024,675987047051766142,RUB,Ruble
443,Rosmunda Miquelet,Sagem,Sagem my300C,Feature phone,2007,49643-312,Gabelli NextShares Trust,$2.54,n/a,10/8/2020,67626836547619262,IDR,Rupiah
444,Leicester Longfut,Motorola,Motorola Moto G4,"Android 6.0.1, up to 7.0",2016,59220-1001,"ServiceMaster Global Holdings, Inc.",$5.05,$5.33B,9/5/2020,4175007085786479,NGN,Naira
445,Selinda Ellen,Nokia,Nokia 6610,Feature phone,2002,54868-1587,"Box, Inc.",$9.99,$2.47B,1/22/2024,3556771097446874,USD,Dollar
446,Anitra Birkwood,XOLO,XOLO Q800 X-Edition,Android 4.1.2,2013,63629-3348,"Tahoe Resources, Inc.",$7.01,$2.62B,10/5/2020,5602256253752298,PLN,Zloty
447,Valera Sissot,Qtek,Qtek 8310,Microsoft Windows Mobile 5.0 Smartphone,2005,63629-3291,iStar Financial Inc.,$1.01,$891.94M,1/9/2022,3571751341406388,CNY,Yuan Renminbi
448,Bryn Yapp,Amoi,Amoi A90,Feature phone,2004,0944-8703,RenaissanceRe Holdings Ltd.,$3.92,n/a,6/30/2021,36694777094101,CNY,Yuan Renminbi
449,Tiffie Rides,Sagem,Sagem my511X,Feature phone,2007,63739-366,"Xencor, Inc.",$6.29,$934.3M,7/14/2022,6383955087940325,EUR,Euro
450,Smith Bonifazio,Xiaomi,Xiaomi Mi 8 Lite,"Android 8.1, up to Android 10, MIUI 11",2018,51117-001,"Asta Funding, Inc.",$5.38,$56.44M,5/18/2023,3573498549931696,EUR,Euro
451,Brande Dane,Huawei,Huawei nova 3,"Android 8.1, up to Android 9.0, EMUI 9.1",2018,63629-4971,"PS Business Parks, Inc.",$6.64,n/a,1/10/2024,3588027903327556,UAH,Hryvnia
452,Sorcha Ticehurst,Archos,Archos 50 Platinum,Android 4.1.2,2013,21695-686,"WideOpenWest, Inc.",$3.46,$1.49B,8/12/2020,5108754890819941,XOF,Franc
453,Jarid Ander,Samsung,Samsung E1117,Feature phone,2009,37808-829,Callon Petroleum Company,$3.80,n/a,2/26/2021,3542922429114816,PHP,Peso
454,Starlin Pritchitt,LG,LG T510,Feature phone,2011,54569-0025,MSG Networks Inc.,$3.25,$4.6B,8/9/2023,6333815234647770,CNY,Yuan Renminbi
455,Morgun Dabney,Sony,Sony Tablet S,"Android 3.1, up to 4.0.3",2011,11523-0096,Park-Ohio Holdings Corp.,$4.17,$480.35M,3/7/2024,5602214008700005,PEN,Sol
456,Karlee Whimpenny,Haier,Haier N60,Linux,2005,41520-626,GoDaddy Inc.,$2.96,$7.15B,2/12/2020,5100174461058720,USD,Dollar
457,Zuzana Tomczykiewicz,Haier,Haier V700,Feature phone,2010,60760-984,CubeSmart,$4.86,$4.42B,8/18/2021,3584744186844966,HRK,Kuna
458,Opalina Bricket,Spice,Spice Mi-436 Stellar Glamour,Android 4.2,2013,49349-684,AbbVie Inc.,$1.29,$113.08B,3/6/2021,3550329966479967,CNY,Yuan Renminbi
459,Renaldo Wackly,Allview,Allview P5 AllDro,Android 4.0.4,2012,67751-094,MagnaChip Semiconductor Corporation,$5.10,$305.6M,7/26/2021,5602247709351153520,UAH,Hryvnia
460,Ali Gladden,Yezz,Yezz Andy 4EI,Android 4.4.2,2014,57520-0399,Constellation Brands Inc,$7.87,n/a,12/16/2023,5199198117026718,IDR,Rupiah
461,Crista Hasson,Mitac,Mitac MIO Explora K70,Windows Mobile 6.1 Professional,2009,0363-0339,Blackrock New York Municipal Income Quality Trust,$5.90,$87.89M,4/26/2021,374288086150603,CNY,Yuan Renminbi
462,Cathee Jansky,Celkon,Celkon C67+,Feature phone,2013,10191-1717,Axis Capital Holdings Limited,$2.74,n/a,7/10/2023,5100139916183555,PKR,Rupee
463,Padraic Hurles,LG,LG GD550 Pure,Feature phone,2010,57520-0063,Pacific Special Acquisition Corp.,$1.58,n/a,7/20/2022,374622822672050,RUB,Ruble
464,Alyss Fellon,Samsung,Samsung I9506 Galaxy S4,"Android 4.2.2, up to 5.0.1, TouchWiz UI",2013,0378-0445,"XO Group, Inc.",$7.88,$431.87M,12/23/2020,3548271726973084,USD,Dollar
465,Pansy Perrycost,Energizer,Energizer Energy E520 LTE,Android 6.0,2017,59788-002,"Galena Biopharma, Inc.",$2.63,$20.66M,11/5/2023,67598725867219395,PHP,Peso
466,Cate Aggis,HTC,HTC A12,"Android 4.4.4, Sense UI",0,24236-583,"Eaton Corporation, PLC",$5.66,$34.35B,4/14/2023,4936296018070559451,RUB,Ruble
467,Nicholle MacKeeg,iNQ,iNQ Cloud Touch,Android 2.2,2011,0363-0055,"Celsius Holdings, Inc.",$8.02,$180.82M,1/28/2021,4905192497110562,THB,Baht
468,Ginger Lamcken,Honor,Honor Magic 2,"Android 9.0, EMUI 9 or Magic UI 2",2018,67046-113,First Trust TCW Opportunistic Fixed Income ETF,$9.73,$51.15M,1/31/2020,564182115985397992,SYP,Pound
469,Alphonso Drillingcourt,Tecno,Tecno Pop 1,Android 7.0,2018,45963-303,CRH PLC,$7.74,$30.09B,4/28/2022,5002351170602019,EUR,Euro
470,Corbet Seldon,Motorola,Motorola V70,Feature phone,2002,49999-334,McGrath RentCorp,$1.28,$818.25M,11/12/2022,5602244068260277,CNY,Yuan Renminbi
471,Carny Clacson,Pantech,Pantech G700,Feature phone,2004,60432-830,Public Storage,$0.96,n/a,6/15/2022,3532232271098931,CNY,Yuan Renminbi
472,Raimondo Golt,O2,O2 Cosmo,Microsoft Windows Mobile 5.0 Smartphone,2006,24385-386,"Blackrock MuniHoldings New Jersey Insured Fund, Inc.",$5.14,$438.74M,5/5/2023,3588557448029325,NGN,Naira
473,Emlyn Bowmer,Maxwest,Maxwest Astro 5s,Android 5.1,2016,59779-414,John Hancock Tax-Advantaged Global Shareholder Yield Fund,$9.91,$107.03M,3/16/2020,201802124998630,PHP,Peso
474,Philly Morling,LG,LG GB220,Feature phone,2009,0781-5782,WashingtonFirst Bankshares Inc,$9.06,$445.08M,9/9/2020,56022325726884213,USD,Dollar
475,Kiley Logue,Nokia,Nokia 2.3,"Android 9.0, up to Android 11, Android One",2019,63240-5001,Merus N.V.,$9.49,$276.34M,3/11/2020,4175000132538175,NGN,Naira
476,Corenda Howat,Nokia,Nokia 5110,Feature phone,1998,0268-0275,"TTM Technologies, Inc.",$9.17,$1.84B,2/12/2022,3584275364225116,IDR,Rupiah
477,Edithe Bremmell,Lenovo,Lenovo A7-30 A3300,Android 4.2.2,2014,75857-1203,Great Ajax Corp.,$6.83,n/a,2/3/2023,30501879248731,PLN,Zloty
478,Bree Chastey,NEC,NEC c616v,Feature phone,2003,54868-4159,Xunlei Limited,$8.23,$219.73M,9/8/2021,5641820495690401,MGA,Ariary
479,Ario Hercock,Spice,Spice Mi-300,"Android 1.6, up to 2.1",2010,54575-465,"Tilly's, Inc.",$4.49,$288.73M,3/25/2020,3576227737323896,NAD,Dollar
480,Ermanno Beeken,Siemens,Siemens M50,Feature phone,2002,0363-3450,Murphy USA Inc.,$6.82,$2.62B,3/31/2020,374283716511548,AMD,Dram
481,Orbadiah Sumsion,Samsung,Samsung Galaxy S5,"Android 4.4.2, up to 6.0, TouchWiz UI",2014,0185-0720,Entegra Financial Corp.,$7.26,$153.96M,1/28/2020,4936277846942584,CLP,Peso
482,Roldan McBrearty,Samsung,Samsung Galaxy Note5,"Android 5.1.1, up to 7.0",2015,41250-763,ABM Industries Incorporated,$2.74,$2.33B,8/22/2021,30010258722803,BRL,Real
483,Obidiah Birrane,alcatel,alcatel One Touch Evo 8HD,Android 4.2,2014,65044-2633,ClearBridge Energy MLP Opportunity Fund Inc.,$4.45,$389.01M,4/2/2024,3583240393779435,CNY,Yuan Renminbi
484,Edmund Debold,BLU,BLU Bold N1,"Android 9.0, planned upgrade to Android 10",2019,67544-511,"Atlantic Capital Bancshares, Inc.",$6.47,$482.16M,8/20/2020,30419113053363,PHP,Peso
485,Dreddy Camell,Lava,Lava Iris 404 Flair,Android 4.4.2,2014,60505-3952,"Preferred Apartment Communities, Inc.",$3.68,$497.06M,7/13/2023,5602252965713108,NGN,Naira
486,Iosep Michele,Pantech,Pantech G600,Feature phone,2004,52125-902,Zoetis Inc.,$7.87,$30.7B,3/12/2020,30587378669121,IDR,Rupiah
487,Zeb Yaakov,Samsung,Samsung Omnia M S7530,Microsoft Windows Phone 7.5 Mango,2012,21695-950,Genie Energy Ltd.,$0.51,n/a,7/17/2020,374288726015794,PHP,Peso
488,Winifield Dillingston,LG,LG K61,Android 9.0,2020,0597-0124,Wells Fargo & Company,$3.54,n/a,7/27/2023,374288724410617,BRL,Real
489,Meredeth Courtliff,Lenovo,Lenovo M10 Plus,Android 9.0,2020,76204-600,"Life Storage, Inc.",$8.74,$3.5B,3/22/2021,5248511111100274,CNY,Yuan Renminbi
490,Rosabel Bellwood,Celkon,Celkon C9,Feature phone,2010,43406-0043,Viacom Inc.,$7.99,$15.55B,3/17/2020,5388536612935720,SEK,Krona
491,Bengt Vasyukhnov,XOLO,XOLO Q1000,"Android 4.2, up to 4.4.2",2013,61727-306,TD Ameritrade Holding Corporation,$5.53,$21.48B,10/31/2022,5538110339778455,USD,Dollar
492,Darbie O'Mahoney,Dell,Dell Mini 3i,OPhone OS,2009,53104-0105,Embraer-Empresa Brasileira de Aeronautica,$7.40,$3.45B,1/17/2023,3565047245671849,EUR,Euro
493,Horton Ackerley,Celkon,Celkon C54,Feature phone,2013,49781-022,Nuveen Short Duration Credit Opportunities Fund,$4.94,$179.29M,10/11/2021,4844986847231182,PLN,Zloty
494,Roselia Birtchnell,Ericsson,Ericsson T66,Feature phone,2001,55648-947,"Dicerna Pharmaceuticals, Inc.",$8.23,$124.4M,6/8/2022,5010128042337424,BWP,Pula
495,Lionello Rumming,ZTE,ZTE Blade V8 Pro,Android 6.0.1,2017,50436-3840,Kinross Gold Corporation,$5.60,$5.1B,11/14/2023,5007667275603650,IDR,Rupiah
496,Marti Phillps,ZTE,ZTE Axon 7s,"Android 7, MiFavor 4",2017,41190-425,"Atlantic Capital Bancshares, Inc.",$0.19,$482.16M,1/23/2021,5602249621209950,EUR,Euro
497,Kacie Lasslett,HTC,HTC Evo 4G,"Android 2.1, up to 2.3, Sense UI",2010,55111-476,B Communications Ltd.,$4.87,$636.64M,12/21/2020,3579856307758250,PLN,Zloty
498,Blisse Fricke,Samsung,Samsung C3510 Genoa,Feature phone,2010,62011-0013,Great Ajax Corp.,$8.05,$273.46M,5/14/2021,4041595489734584,EUR,Euro
499,Gilberta Handman,Posh,Posh Kick X511,Android 4.4.2,2015,36987-2889,"SiteOne Landscape Supply, Inc.",$4.46,$1.97B,5/5/2022,3558901866511610,AFN,Afghani
500,Lory Malatalant,Sony,Sony Ericsson Z610,Feature phone,2006,0338-1145,Capitala Finance Corp.,$3.27,n/a,4/13/2020,6372508526576821,CNY,Yuan Renminbi
501,Leonore Turbern,Acer,Acer Liquid X2,Android 5.1,2016,62802-010,WisdomTree United Kingdom Hedged Equity Fund,$4.48,$18.51M,6/25/2020,3563435554234170,RUB,Ruble
502,Krystal Skoof,Tecno,Tecno Camon iACE2X,"Android 8.1, HIOS 4.1",2019,55154-5009,Nomad Foods Limited,$8.66,$2.6B,7/5/2020,5206310192245037,PHP,Peso
503,Janessa Endacott,Sony,Sony Ericsson W800,Feature phone,2005,50114-5325,Adient plc,$0.18,$5.8B,3/11/2022,3546324987563920,EUR,Euro
504,Chance Brownett,Samsung,Samsung Gear S3 frontier LTE,Tizen OS 4.0,2016,0009-0234,"Popular, Inc.",$8.04,$3.98B,9/15/2022,3571956155352897,IDR,Rupiah
505,Jody Gallally,QMobile,QMobile Noir Z12,"Android 5.1.1, Amigo OS 3.1",2016,37205-195,Banco Bradesco Sa,$9.02,$49.29B,6/8/2021,30341869909574,NGN,Naira
506,Herc Doble,Vodafone,Vodafone Smart Turbo 7,Android 6.0,2016,48951-7010,First Trust Nasdaq Pharmaceuticals ETF,$6.10,$2.01M,4/3/2020,5100138335201949,THB,Baht
507,Maura Gellett,Motorola,Motorola Moto G8 Power Lite,Android 9.0,2020,49288-0778,"Top Image Systems, Ltd.",$9.35,$22.92M,2/15/2023,4936569901098484119,THB,Baht
508,Winslow Fieldstone,BLU,BLU Studio Touch,Android 6.0,2016,33261-883,"Xerium Technologies, Inc.",$6.13,$113.18M,3/23/2023,633377584358647804,IDR,Rupiah
509,Horatio Blakeley,Samsung,Samsung Galaxy Tab S6 5G,"Android 10, One UI 2",2020,68540-001,"Bioanalytical Systems, Inc.",$9.68,$13.02M,10/2/2021,3536594347636689,PGK,Kina
510,Scarface Cosgrove,HTC,HTC Desire 320,Android 4.4.2,2015,55346-0719,"Profire Energy, Inc.",$1.93,$63.6M,6/25/2021,3557722512231564,RUB,Ruble
511,Buck Toombs,Samsung,Samsung A887 Solstice,Feature phone,2009,0519-8802,SL Green Realty Corporation,$7.69,n/a,3/29/2023,3540548678483503,SEK,Krona
512,Fawn Leifer,alcatel,alcatel Fire C 2G,Firefox OS 1.3,2014,76439-122,Minerals Technologies Inc.,$1.37,$2.5B,5/6/2020,3537265259338437,CZK,Koruna
513,Gloriane Duthie,Apple,Apple Watch Series 4 Aluminum,"watchOS 5.0, up to 7.6",2018,0268-0007,Loews Corporation,$3.10,$16.21B,1/4/2020,30318654627355,COP,Peso
514,Wilt Lascell,Prestigio,Prestigio MultiPhone 4055 Duo,Android 4.0,2013,65044-5137,MFS Government Markets Income Trust,$1.74,$162.35M,10/19/2020,30559864050496,THB,Baht
515,Kent Basham,HTC,HTC Pure,Microsoft Windows Mobile 6.5 Professional,2009,49404-114,Cooper Tire & Rubber Company,$2.33,$1.9B,9/10/2023,3565986287524202,PHP,Peso
516,Fonsie Antoniat,Apple,Apple iPad 4 Wi-Fi + Cellular,"iOS 6, up to iOS 10.3",2012,0093-7296,Pitney Bowes Inc.,$8.15,n/a,10/29/2022,6771900827270769463,CNY,Yuan Renminbi
517,Geraldine Tomas,Asus,Asus Zenpad Z8,Android 6.0,2016,0555-0956,Helios and Matheson Analytics Inc,$9.77,$14.65M,9/2/2020,491107749632287384,PHP,Peso
518,Deborah Varfolomeev,Motorola,Motorola V150,Feature phone,2003,49415-0002,Sotheby's,$6.67,$2.73B,6/23/2020,30446876910729,USD,Dollar
519,Dyane Harm,Samsung,Samsung Galaxy A8 (2016),Android 6.0.1,2016,51393-7633,Morgan Stanley,$9.34,n/a,1/13/2021,3532503818168761,CNY,Yuan Renminbi
520,Kandace Keepe,Spice,Spice S-5010,Feature phone,2010,25021-655,McKesson Corporation,$6.88,$33.71B,4/16/2021,4917822641217394,ZAR,Rand
521,Olav McCahey,LG,LG K5,Android 5.1.1,2016,68196-143,Gabelli NextShares Trust,$0.67,n/a,2/24/2021,201932209904805,USD,Dollar
522,Berti Sictornes,Xiaomi,Xiaomi Mi 10i 5G,"Android 10, MIUI 12",2021,0115-5322,"Wheeler Real Estate Investment Trust, Inc.",$4.53,$85.97M,3/9/2024,5010125419099611,NIO,Cordoba
523,Ardyce Mindenhall,Plum,Plum Gator 4,Android 7.0,2017,63323-317,"Tetraphase Pharmaceuticals, Inc.",$9.98,$275.95M,3/16/2024,372301756344224,XOF,Franc
524,Miof mela McCutcheon,HTC,HTC Desire 310 dual sim,"Android 4.2.2, Sense UI 5.1",2014,55154-0409,"Leidos Holdings, Inc.",$6.54,$8.15B,11/28/2023,6331108643019231845,EUR,Euro
525,Cicely Mayall,Sony,Sony Ericsson K500,Feature phone,2004,0065-0397,"GAIN Capital Holdings, Inc.",$1.36,$280.36M,11/5/2022,3581653911892120,XOF,Franc
526,Elana Meeland,NEC,NEC N331i,Feature phone,2004,0135-0533,PowerShares DWA Healthcare Momentum Portfolio,$1.84,$61.7M,7/10/2021,30396491882839,IDR,Rupiah
527,Deanna Millis,Samsung,Samsung P510,Feature phone,2004,52123-020,The GDL Fund,$4.73,$186.14M,1/2/2021,30061171245661,EUR,Euro
528,Dewain Wickwar,Telit,Telit t200,Feature phone,2006,55651-024,Ethan Allen Interiors Inc.,$5.40,$822.58M,4/11/2023,201815506710316,CNY,Yuan Renminbi
529,Brocky Kenewel,Lava,Lava Iris 325 Style,Android 4.4.2,2015,10056-067,"NI Holdings, Inc.",$7.10,$417.19M,2/18/2021,4903084411992682962,PHP,Peso
530,Jesse Lunck,Xiaomi,Xiaomi Mi 4,"Android 4.4.3, up to 6.0.1, MIUI 10",2014,54868-2032,Bank of America Corporation,$5.41,n/a,7/3/2022,6706974612807700463,AMD,Dram
531,Juliann Oganesian,Nokia,Nokia N91,"Symbian 9.1, Series 60 UI 3rd Edition",2005,14783-093,Capitala Finance Corp.,$5.36,n/a,3/14/2022,3550238913361840,CNY,Yuan Renminbi
532,Carney Faulkner,Sony,Sony Ericsson K660,Feature phone,2008,43063-428,Ameren Corporation,$3.77,$13.85B,12/28/2021,676366945189926976,CZK,Koruna
533,Sal Bragginton,Realme,Realme 5 Pro,"Android 9.0, up to Android 11, Realme UI 2.0",2019,0037-8110,Texas Instruments Incorporated,$4.57,$79.41B,6/28/2021,50184373819941653,IDR,Rupiah
534,Connor Wimpenny,Samsung,Samsung Vibrant,"Android 2.1, up to 2.2",2010,55154-6334,Arch Capital Group Ltd.,$7.25,n/a,3/13/2022,5007661703300724,RUB,Ruble
535,Thorny Chesshire,Philips,Philips Xenium X806,Feature phone,2010,59640-104,"Alon USA Partners, LP",$0.58,$669.59M,9/6/2023,3561791200543816,CNY,Yuan Renminbi
536,Jeramey Olfert,Maxon,Maxon MX-E10,Feature phone,2003,36987-2228,Deltic Timber Corporation,$6.88,$883.38M,10/25/2023,493638433909077877,PHP,Peso
537,Gawen Macknish,alcatel,alcatel HC 800,Feature phone,1997,0363-0391,"Pure Storage, Inc. ",$6.50,$2.77B,5/27/2020,3539489057380510,USD,Dollar
538,Wright Shortan,Philips,Philips 580,Feature phone,0,16714-335,Xactly Corporation,$2.87,$499.79M,1/1/2023,3534824216641334,EUR,Euro
539,Bibbye Crichton,Asus,Asus Transformer Pad Infinity 700 3G,Android 4.0,2012,23667-002,ZTO Express (Cayman) Inc.,$6.47,$10.32B,1/14/2024,374283954500096,CNY,Yuan Renminbi
540,Marc Stonham,ZTE,ZTE Grand S Flex,Android 4.1,2013,13537-541,"Dicerna Pharmaceuticals, Inc.",$7.96,$124.4M,6/8/2022,3582985070113230,CNY,Yuan Renminbi
541,Field Gerkens,Samsung,Samsung Droid Charge I510,Android 2.2,2011,68084-381,"Littelfuse, Inc.",$6.33,$3.69B,4/28/2023,3561652216122328,CNY,Yuan Renminbi
542,Drud Redparth,verykool,verykool R25,Feature phone,2013,63187-012,"United Parcel Service, Inc.",$9.59,$95.97B,2/13/2024,6771880353161197361,RSD,Dinar
543,Konstantine Fitch,Samsung,Samsung E1120,Feature phone,2009,51079-762,"Rightside Group, Ltd.",$4.21,$208.04M,7/11/2021,201805887805066,CNY,Yuan Renminbi
544,Jenn Leyman,Wiko,Wiko Y80,Android 9.0 Pie,2019,55154-4984,Nuveen Quality Municipal Income Fund,$0.99,$2.85B,10/14/2023,3555530632040506,IDR,Rupiah
545,Brier Yellowlees,Samsung,Samsung Galaxy J Max,Android 5.1,2016,65862-102,"Atara Biotherapeutics, Inc.",$6.12,$371.14M,12/1/2020,50383282567790619,UYU,Peso
546,Bettina Godspeede,Allview,Allview V2 Viper Xe,Android 6.0,2016,37000-053,Nutraceutical International Corporation,$3.99,$384.67M,3/22/2022,3574718991482222,BRL,Real
547,Hunt Roughley,Samsung,Samsung C110,Feature phone,2004,36987-3348,Tribune Media Company,$1.25,$3.57B,2/12/2022,3550053217820783,COP,Peso
548,Cairistiona Milmoe,Samsung,Samsung Galaxy Ace 4 LTE G313,Android 4.4.2,2014,49643-417,Global X FinTech ETF,$6.63,n/a,4/5/2022,5100178415454562,BOB,Boliviano
549,Kelbee Batrim,Nokia,Nokia 7710,"Symbian 7.0s, Series 90 UI",2004,53040-996,CONMED Corporation,$5.75,$1.42B,4/16/2020,6383113737597083,CNY,Yuan Renminbi
550,Brandyn Tryme,Yota,Yota YotaPhone,Android 4.2.2,2013,0378-5512,Newell Brands Inc.,$5.91,$26.5B,10/5/2020,5602251760297553276,CNY,Yuan Renminbi
551,Pauly Geldert,LG,LG K8 (2018),Android 7.1.2,2018,35356-982,Eaton Vance Tax-Advantaged Bond,$9.13,$113.57M,5/21/2021,6762447091762615,XOF,Franc
552,Wylma Ilson,Celkon,Celkon A40,Android 4.2.2,2014,42002-509,Azure Power Global Limited,$1.26,$408.18M,1/6/2020,6387456132061387,LKR,Rupee
553,Wheeler Reddings,Vodafone,Vodafone 1240,Feature phone,2009,41520-140,"The Hanover Insurance Group, Inc.",$0.49,n/a,4/17/2022,633300623242334724,CNY,Yuan Renminbi
554,Binny Cosgriff,Asus,Asus Zenfone 4 ZE554KL,"Android 7.1.1, ZenUI 4",2017,63629-3563,"Aduro Biotech, Inc.",$3.95,$737.59M,6/19/2022,3569516065923692,SDG,Pound
555,Alvinia Piccop,Sendo,Sendo S1,Feature phone,0,33992-8803,"Vishay Precision Group, Inc.",$0.20,$229.33M,8/10/2022,372301482179415,THB,Baht
556,Conroy Durker,Micromax,Micromax A36 Bolt,Android 2.3,2014,48951-2099,"Workday, Inc.",$8.10,$20.37B,10/26/2022,6759285864931293096,PHP,Peso
557,Fawn Huff,Allview,Allview A5 Duo,Android 4.2.2,2013,63691-012,LaSalle Hotel Properties,$9.19,n/a,2/22/2021,3558244940835725,CNY,Yuan Renminbi
558,Maureen Jacmar,Samsung,Samsung E900,Feature phone,2006,62011-0095,"Entergy New Orleans, Inc.",$8.04,n/a,3/8/2024,3565029974070138,RUB,Ruble
559,Sam Enrico,verykool,verykool i674,Feature phone,2012,68001-158,"American International Group, Inc.",$5.72,$58.82B,4/16/2020,4917011806532009,IDR,Rupiah
560,Giorgia Hanbury,Sony,Sony Xperia T2 Ultra,"Android 4.3, up to 5.1",2014,11822-0622,Corporate Asset Backed Corp CABCO,$0.09,n/a,1/13/2021,3532557099794489,CNY,Yuan Renminbi
561,Caria Adamkiewicz,Xiaomi,Xiaomi Redmi 9 (India),"Android 10, MIUI 12",2020,0093-0199,"United Community Banks, Inc.",$1.44,$2B,4/3/2023,3582351965855353,CNY,Yuan Renminbi
562,Claresta Nell,Lenovo,Lenovo A316i,Android 4.2.2,2014,0430-0535,Agenus Inc.,$9.52,$342.95M,4/6/2020,3541747999701697,RUB,Ruble
563,Tobin Pretley,Samsung,Samsung i7410,Feature phone,2009,68180-199,Comerica Incorporated,$7.94,n/a,3/14/2024,4026912741074346,VND,Dong
564,Mirabella Bullcock,Huawei,Huawei Ascend W2,Microsoft Windows Phone 8,2013,52125-306,"GenVec, Inc.",$7.78,$16.35M,5/12/2020,3575233464619978,BRL,Real
565,Cristin Ellington,Asus,Asus Transformer Prime TF201,"Android 3.2, up to 4.0",2011,0573-0246,"Regeneron Pharmaceuticals, Inc.",$0.69,$48.88B,2/2/2021,3586185871572694,CNY,Yuan Renminbi
566,Norene Vasenkov,alcatel,alcatel OT-C652,Feature phone,2005,68001-133,Resource Capital Corp.,$5.82,n/a,3/20/2024,3555262151534913,PLN,Zloty
567,Lynda Rosier,Sagem,Sagem P9522 Porsche,Feature phone,2008,43063-280,"Navigant Consulting, Inc.",$7.63,$938.83M,9/19/2022,3546706437586859,CNY,Yuan Renminbi
568,Ted Eglise,Palm,Palm Centro,Palm OS 5.4.9,2008,49738-168,"Morgan Stanley Emerging Markets Fund, Inc.",$6.72,$232.61M,5/15/2020,630419944230271049,MUR,Rupee
569,Gregorius Keig,Karbonn,Karbonn A1+,Android 2.3.6,2012,68788-9407,Approach Resources Inc.,$9.75,$233.83M,3/10/2021,3575006485132803,IDR,Rupiah
570,Nadeen Antonchik,Motorola,Motorola Droid Turbo 2,"Android 5.1.1, up to 7.0",2015,65162-762,"Blue Buffalo Pet Products, Inc.",$9.75,$4.74B,4/30/2021,5497006421655529,CZK,Koruna
571,Leslie Nuzzti,BLU,BLU Life View,Android 4.2,2013,0025-1720,Vornado Realty Trust,$5.79,n/a,4/6/2021,3541355820132833,CZK,Koruna
572,Christabel Kidds,Celkon,Celkon C720,Android 4.2.2,2014,0074-3333,WNS (Holdings) Limited,$8.31,$1.63B,11/29/2020,6709025636950956,PHP,Peso
573,Udell Subhan,Celkon,Celkon C20,Feature phone,2011,58232-0212,"JA Solar Holdings, Co., Ltd.",$2.99,$301.6M,3/28/2023,3568416399949227,BRL,Real
574,Annamarie Richings,Karbonn,Karbonn K102+ Flair,Feature phone,2012,68391-352,NASDAQ TEST STOCK,$0.29,n/a,5/16/2022,3579375835764243,SEK,Krona
575,Leonard Shackle,Samsung,Samsung W259 Duos,Feature phone,2009,49035-532,"Penumbra, Inc.",$1.38,$2.84B,9/8/2021,30047548657191,MNT,Tugrik
576,Marwin Leavold,ZTE,ZTE Light Tab 3 V9S,Android 3.2,2012,65734-000,BlackRock Credit Allocation Income Trust,$6.14,$1.45B,10/25/2021,63048164463325668,IDR,Rupiah
577,Arlee Castro,Motorola,Motorola XT301,Android 2.1,2011,67046-426,FORM Holdings Corp.,$5.99,$32.87M,6/26/2020,3539449499639642,BGN,Lev
578,Gerry Shinton,BlackBerry,BlackBerry Pearl 3G 9100,BlackBerry OS,2010,52670-552,"Uranium Resources, Inc.",$8.10,$34.59M,3/3/2023,6762029840280352,BRL,Real
579,Wally Jakoviljevic,Haier,Haier M1200,Feature phone,2005,0179-0111,Vanguard Short-Term Corporate Bond ETF,$8.72,$19.14B,12/9/2022,3540398519285422,IDR,Rupiah
580,Burg Terrelly,Lenovo,Lenovo Vibe Z2,Android 4.4,2014,21695-463,"Union Bankshares, Inc.",$0.99,$207.26M,12/24/2021,503830933692346704,CZK,Koruna
581,Binny Skipworth,BLU,BLU Life Play X,Android 4.2,2014,41250-063,Acco Brands Corporation,$2.72,$1.24B,8/27/2021,5610045535969659559,HNL,Lempira
582,Arnoldo Karolczyk,Karbonn,Karbonn A111,Android 4.0,2013,11344-697,"NVR, Inc.",$9.78,$9.16B,7/18/2020,3550561184638392,BRL,Real
583,Saraann Cosgriff,Wiko,Wiko Tommy,Android 6.0.1,2016,63187-013,ENSCO plc,$2.24,$1.74B,7/6/2020,3554038752598692,CNY,Yuan Renminbi
584,Sauveur Hail,Oppo,Oppo R7,"Android 4.4.2, ColorOS 2.1",2015,0615-7523,"Cohen & Steers Total Return Realty Fund, Inc.",$8.08,$337.67M,2/19/2020,4844732772633558,IDR,Rupiah
585,Dale Coales,HTC,HTC U11+,"Android 8.0, up to Android 9.0, Sense UI",2017,0574-4005,"Kona Grill, Inc.",$7.42,$33.83M,3/28/2021,3546406359687740,CNY,Yuan Renminbi
586,Kitty MacRirie,BenQ-Siemens,BenQ-Siemens EF71,Feature phone,2006,0268-2002,Deutsche Bank AG,$9.09,$34.76B,11/1/2023,6394961611107859,MXN,Peso
587,Giuseppe Coxall,Asus,Asus Zenfone Max (M2) ZB633KL,"Android 8.1, up to Android 9.0",2018,0615-6557,"Chuy's Holdings, Inc.",$6.30,$414.14M,9/27/2020,6771740548929251,MXN,Peso
588,Gaultiero Jankin,HTC,HTC Butterfly 3,"Android 5.0, up to 6.0, Sence 7",2015,68788-9546,"Cytokinetics, Incorporated",$0.36,$614.08M,5/7/2020,30484480127257,CNY,Yuan Renminbi
589,Van Farnie,LG,LG KG810,Feature phone,2006,36987-2833,MSA Safety Incorporporated,$7.32,$3.16B,4/6/2020,3553792590805765,PHP,Peso
